orientation,dist,peak_score
++,203375.0,0.992289658366661
++,207931.0,0.9508444801100548
++,210706.5,0.9404122773122303
++,214454.0,1.0579634593001621
++,219513.5,0.958998017928189
++,226343.5,1.015105296599854
++,235563.5,0.9732953431882129
++,248011.0,0.9925682028039569
++,264815.0,0.9976197818233326
++,287500.0,0.9745905593160092
++,318125.5,0.9907340297451862
++,359469.5,1.0033804143242768
++,415284.0,1.0057568003703927
++,490634.0,0.9963365677835243
++,592356.0,0.9950513821368052
++,729680.5,1.0031463492904207
++,915069.0,0.9971365192811893
++,1165343.5,1.0037636993223922
++,1503213.5,1.000693827996727
++,1959338.0,0.9989999433377917
++,2575106.5,0.9994976216824903
++,3406394.5,0.9999127031220075
++,4528633.0,1.0010593260972849
+-,203375.0,0.9575135742642834
+-,207931.0,1.039126984124533
+-,210706.5,0.9912373155530301
+-,214454.0,0.950396352450835
+-,219513.5,1.2540085398519532
+-,226343.5,1.0580722575999826
+-,235563.5,0.9825207005105219
+-,248011.0,1.0365943076751236
+-,264815.0,1.0106730422840857
+-,287500.0,1.0150034911862207
+-,318125.5,0.9941919843481548
+-,359469.5,1.020578100492314
+-,415284.0,1.0181851762706353
+-,490634.0,1.0093678370731165
+-,592356.0,1.0059517061827778
+-,729680.5,0.9993997112552273
+-,915069.0,1.0001943299214164
+-,1165343.5,1.0050716021909938
+-,1503213.5,1.0015950222799632
+-,1959338.0,1.0019905835996212
+-,2575106.5,0.9993873205006397
+-,3406394.5,0.99967023922133
+-,4528633.0,1.0010180219690987
-+,203375.0,0.9513327626053504
-+,207931.0,0.9493518928464331
-+,210706.5,0.930965134256005
-+,214454.0,0.9639855667285256
-+,219513.5,0.9416236630719095
-+,226343.5,0.9823212784537249
-+,235563.5,0.9912320799137986
-+,248011.0,0.960166710094428
-+,264815.0,0.9664884436847708
-+,287500.0,0.969796495098552
-+,318125.5,0.9815231446012274
-+,359469.5,0.9922394085682675
-+,415284.0,0.9944132157723967
-+,490634.0,0.9920599822499067
-+,592356.0,0.9969117466214852
-+,729680.5,0.9988387524253912
-+,915069.0,0.9981677475318714
-+,1165343.5,0.9998902297884382
-+,1503213.5,1.0006884561070042
-+,1959338.0,1.00040855659818
-+,2575106.5,1.0012012334487184
-+,3406394.5,1.000219801096811
-+,4528633.0,1.0006204264465206
--,203375.0,0.9769753025756347
--,207931.0,0.9624172912047056
--,210706.5,0.976239507262673
--,214454.0,0.9857567691488387
--,219513.5,1.0173328349417248
--,226343.5,0.9620198634503779
--,235563.5,1.0130747649624232
--,248011.0,0.9589273321310419
--,264815.0,0.9928430985625221
--,287500.0,0.9711356730557719
--,318125.5,0.9834135031480643
--,359469.5,0.9858474068072238
--,415284.0,0.999719073969749
--,490634.0,1.0047014172097097
--,592356.0,0.9982723503606702
--,729680.5,1.0055801032133806
--,915069.0,0.9989428781641229
--,1165343.5,1.0012444197304233
--,1503213.5,1.0007429542048762
--,1959338.0,1.0005564669601454
--,2575106.5,0.9993373533726079
--,3406394.5,1.0002691221477296
--,4528633.0,1.0018989200559056
